Capture,Window_Index,Timestamp,Flow_Count,Total_Fwd_Packets,Total_Bwd_Packets,Total_Fwd_Bytes,Total_Bwd_Bytes,Avg_Flow_Duration,Avg_Fwd_Packet_Length,Avg_Bwd_Packet_Length,Avg_Packet_Length,Avg_Flow_Bytes_per_Sec,Avg_Flow_Packets_per_Sec,Avg_Fwd_Packets_per_Sec,Avg_Bwd_Packets_per_Sec,Avg_Flow_IAT,Avg_Flow_IAT_Std,Avg_Flow_IAT_Max,Avg_Flow_IAT_Min,SYN_Flag_Count,RST_Flag_Count,Stage
enp0s3-monday-pvt.pcap_Flow.csv,0,2019-07-15 13:55:20,5,537,249,62438.0,7677.0,104512226.4,344.0029220779221,115.29704597996404,232.72141917316057,148.1281836484728,2.0582395425689337,1.213857484664579,0.8443820579043549,2128670.552152927,3792862.2631226974,14860866.0,27314.2,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,1,2019-07-15 13:55:58,1,2,1,0.0,0.0,119999703.0,0.0,0.0,0.0,0.0,0.0250000618751531,0.0166667079167687,0.0083333539583843,59999851.5,847.8210306426704,60000451.0,59999252.0,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,3,2019-07-15 13:57:12,1085,7,2170,0.0,0.0,25.88110599078341,0.0,0.0,0.0,0.0,131166.07285957126,6.162985717217781,131159.90987385405,21.311981566820275,4.820708627130776,24.72073732718894,17.903225806451612,1085,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,4,2019-07-15 13:57:22,3,361,3,26637.0,341.0,115066136.33333333,113.45703338806784,113.66666666666667,113.48489388264672,75.96751930396782,1.0235703746385638,1.0148518533861894,0.008718521252374668,1881746.3555976078,2630173.729984172,8106987.333333333,11349.333333333334,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,5,2019-07-15 13:57:55,1,7,9,6088.0,3343.0,85023886.0,869.7142857142858,371.4444444444445,673.0000000000001,110.92177085389862,0.1881824126457828,0.08232980553253,0.1058526071132528,5668259.066666667,11926234.25054824,34978311.0,32.0,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,7,2019-07-15 13:58:58,1,2,1,0.0,0.0,119999627.0,0.0,0.0,0.0,0.0,0.0250000777085748,0.0166667184723832,0.0083333592361916,59999813.5,26.162950903902264,59999832.0,59999795.0,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,8,2019-07-15 13:59:22,3,374,3,27787.0,341.0,118181444.33333333,113.59771439546722,113.66666666666667,113.60930938979715,78.68421637865818,1.053067089764099,1.044602493353386,0.0084645964107132,1593494.1045316246,2124423.8003335246,6468137.333333333,77486.66666666667,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,9,2019-07-15 13:59:55,1,11,12,10004.0,4047.0,115025937.0,909.4545454545456,337.25,670.0,122.15505795010392,0.1999549023451989,0.0956306054694429,0.1043242968757559,5228451.681818182,10516817.731436478,34996527.0,39.0,0,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,11,2019-07-15 14:00:59,12,75,108,6723.0,436462.0,3049620.9166666665,41.37594130675526,918.6203985601527,521.8909050179211,8347.33386790862,2308.269617191152,5.834455590050337,2302.4351616011013,258650.73293761164,566081.7647868083,1717450.25,2548.8333333333335,5,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,12,2019-07-15 14:01:22,5,376,9,28845.0,2715.0,70709379.0,99.43089133089131,187.95,134.68258819090735,166.51526670217467,889.8372163099926,0.7849593951261796,889.0522569148665,1111014.0571132042,1805564.02120001,5863429.4,27869.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,13,2019-07-15 14:01:55,81,371,512,49587.0,1004809.0,2213952.7407407407,73.80181432422172,638.2026615676045,365.53828082566423,37292.23591541632,3295.102399533494,1358.3144728468067,1936.7879266866873,785466.469776508,112272.8480423197,1198089.12345679,744053.975308642,32,2,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,14,2019-07-15 14:02:22,6,11,23,6894.0,17399.0,15018872.5,178.2857142857143,452.4166666666667,337.17379679144386,505.8287873529426,6585.145508272577,0.14494347093882082,6585.000564801639,1039056.1592592594,2266043.265622369,6668350.166666667,190.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,15,2019-07-15 14:02:52,13,477,1030,85457.0,6230276.0,31851847.615384616,132.4591377264445,3178.9999168917925,1966.1808097010564,10971.817143068143,29.96663288755356,0.7368898541842577,29.229743033369296,819790.5967078556,2842420.808012045,12732008.307692308,3880.6153846153848,10,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,16,2019-07-15 14:03:22,14,357,27,28276.0,851.0,24627534.214285713,52.14603174603176,33.81428571428571,38.845818432774955,35187.17509844811,9340.130302919353,1565.965232613793,7774.165070305562,539502.0925170068,791341.2394327323,2087005.642857143,11153.714285714286,1,1,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,17,2019-07-15 14:03:53,4,6,14,2016.0,263.0,7774911.0,100.8,9.392857142857144,43.82692307692307,18.940386202369957,5204.701929775044,0.287126732260815,5204.414803042784,768597.6818181818,1315032.3947808614,2814558.75,126.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,18,2019-07-15 14:04:25,4,10,18,7158.0,3847.0,22513808.75,307.5952380952381,117.35,212.1372549019608,105.40858376023826,5001.691656988294,0.16961409429636404,5001.522042893997,1596871.3119047617,3453864.796878649,10001123.0,140.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,19,2019-07-15 14:04:57,2,7,8,1939.0,263.0,75037387.5,193.9,18.78571428571429,84.69230769230771,36.608398465359976,0.21200083938810468,0.09145869065652029,0.12054214873158435,31366975.704545453,2334905.8950626603,35120027.0,29999872.5,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,20,2019-07-15 14:05:20,6,370,11,27928.0,813.0,58357986.833333336,102.50786713286713,76.5,85.84497354497354,90.24715544202697,2570.165288402202,0.6464862782729986,2569.518802123929,1103780.69502257,1552211.5203785,4869262.666666667,10816.5,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,21,2019-07-15 14:05:57,1,5,7,1939.0,263.0,30042761.0,387.8,37.57142857142858,169.38461538461542,73.29552699899986,0.3994306648446859,0.1664294436852857,0.2330012211594001,2731160.090909091,4672368.4451660365,10236973.0,135.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,22,2019-07-15 14:06:25,4,10,18,7149.0,3845.0,22513302.75,307.27380952380946,117.29444444444445,212.01960784313724,105.40715783911307,5880.160463943104,0.1696734542256572,5879.990790488879,1596785.4071428566,3454919.840222829,10000585.5,117.5,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,23,2019-07-15 14:06:57,1,5,7,1939.0,263.0,30032046.0,387.8,37.57142857142858,169.38461538461542,73.32167778379136,0.3995731759334679,0.1664888233056116,0.2330843526278562,2730186.0,4671358.7699236935,10240045.0,78.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,24,2019-07-15 14:07:20,6,379,11,28344.0,813.0,59864905.666666664,102.56216577540107,76.5,85.89259259259258,90.38240332654925,2491.514819281903,0.6555022390186239,2490.8593170428844,988807.703418917,1568848.899713382,4871102.5,8859.833333333334,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,25,2019-07-15 14:07:57,2,6,8,1939.0,263.0,45009839.5,193.9,18.78571428571429,84.69230769230771,36.675886826940854,0.21653527222902394,0.09161192002598295,0.12492335220304095,31364510.40909091,2335617.688651621,35119898.0,30000016.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,26,2019-07-15 14:08:25,4,13,20,9177.0,4157.0,28764866.25,315.52777777777777,107.35,207.47619047619048,104.52363244462938,6483.682002533918,1344.2557592009093,5139.42624333301,1627327.9962406014,3396319.598343011,9998832.0,88.25,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,27,2019-07-15 14:08:57,1,5,7,1939.0,263.0,30053661.0,387.8,37.57142857142858,169.38461538461542,73.26894384015311,0.3992857974940224,0.166369082289176,0.2329167152048464,2732151.0,4670359.457667043,10240054.0,82.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,28,2019-07-15 14:09:20,6,367,11,28016.0,813.0,58307975.666666664,102.73863636363637,76.5,86.05925925925924,90.18428153128706,2198.036245582671,0.6436446845164411,2197.3926008981553,1079916.8998478123,1664331.309183358,4873882.166666667,2073.5,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,29,2019-07-15 14:09:57,2,7,8,1939.0,263.0,75019460.5,193.9,18.78571428571429,84.69230769230771,36.65130507607593,0.21223473017210004,0.0915561619729405,0.12067856819915945,31365213.84090909,2336922.9325974975,35119884.0,29999659.5,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,30,2019-07-15 14:10:27,3,4,8,1091.0,472.0,1679950.3333333333,90.91666666666667,39.333333333333336,57.88888888888888,103.38499540422937,8978.85733521929,0.2645809223396785,8978.592754296951,240117.19047619053,629529.4546777057,1667721.6666666667,191.33333333333334,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,31,2019-07-15 14:10:50,2,12,16,7970.0,3628.0,57537143.0,624.6857142857143,205.7301587301587,420.5158371040724,91.89448092278623,0.29376522889423506,0.12436237279368635,0.16940285610054864,4200036.1030303035,8297307.263480201,22617259.0,78.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,32,2019-07-15 14:11:20,6,377,12,29165.0,813.0,57411319.666666664,117.77405927405925,72.56666666666666,85.85804744837003,92.06926424763189,4297.982676537857,911.3739240485298,3386.6087524893264,924179.3019513953,1419077.4011077776,4870464.833333333,693.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,33,2019-07-15 14:11:57,1,5,7,1939.0,263.0,30038471.0,387.8,37.57142857142858,169.38461538461542,73.30599483575578,0.3994877102765983,0.1664532126152492,0.2330344976613489,2730770.090909091,4670477.92941263,10233336.0,69.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,34,2019-07-15 14:12:27,3,4,8,1091.0,472.0,1675702.3333333333,90.91666666666667,39.333333333333336,57.88888888888888,103.6539097419157,4363.457634589336,0.26526912282000176,4363.192365466516,239604.61904761914,629701.8948225048,1667620.6666666667,288.3333333333333,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,35,2019-07-15 14:12:50,3,23,26,21893.0,5072.0,89030951.33333333,544.975,101.57936507936506,311.56630036630037,94.95472533337441,0.23836065052325894,0.1066204606031634,0.13174018992009542,22092309.166666668,4467006.356266561,35079907.0,19999954.0,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,36,2019-07-15 14:13:20,7,644,420,55424.0,7717.0,68167308.14285715,101.59911314466471,67.98288508557458,80.65025687831432,118.85643705848084,1913.390173034264,0.8835008440545018,1912.5066721902092,995046.568144585,1681040.8520853429,8376989.714285715,4523.285714285715,1,0,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,37,2019-07-15 14:13:57,13,50,69,32206.0,183691.0,3695928.923076923,1600.7298076923075,1917.6181600450832,1815.5195734618812,7398801.309917536,4763.317962280781,1294.1407349672654,3469.1772273135157,280947.88737096236,604465.7533249493,1806039.3076923077,108.0,7,1,BENIGN
enp0s3-monday-pvt.pcap_Flow.csv,38,2019-07-15 14:14:23,12,106,119,47609.0,432730.0,1772003.1666666667,788.2405767746914,1000.9726307189543,922.4224946236559,1152281.939225259,4116.604860663984,278.92382867148325,3837.6810319925003,166464.9983401084,359199.9722239503,1285153.9166666667,148.25,5,0,BENIGN
