Scenario,Prediction_Timestamp,Timestep,Feature,Raw_Value,SHAP_Value,Absolute_SHAP
12,2011-08-19 10:33:43.755079,1,Flow_Count,398.0,-0.015524760819971561,0.015524760819971561
12,2011-08-19 10:33:43.755079,1,Total_Packets,3128323.0,-0.10294297337532043,0.10294297337532043
12,2011-08-19 10:33:43.755079,1,Total_Bytes,1723899520.0,-0.06843165308237076,0.06843165308237076
12,2011-08-19 10:33:43.755079,1,Total_Source_Bytes,681165056.0,0.08836701512336731,0.08836701512336731
12,2011-08-19 10:33:43.755079,1,Avg_Duration,1302.6531982421875,0.14673900604248047,0.14673900604248047
12,2011-08-19 10:33:43.755079,1,Avg_Packets_Per_Flow,7860.10791015625,0.1571490615606308,0.1571490615606308
12,2011-08-19 10:33:43.755079,1,Avg_Bytes_Per_Flow,4331406.0,-0.10543333739042282,0.10543333739042282
12,2011-08-19 10:33:43.755079,1,Flow_Count_Change,397.0,0.0005890214815735817,0.0005890214815735817
12,2011-08-19 10:33:43.755079,1,Total_Packets_Change,3128321.0,-0.15680478513240814,0.15680478513240814
12,2011-08-19 10:33:43.755079,1,Total_Bytes_Change,1723899264.0,-0.07775910198688507,0.07775910198688507
12,2011-08-19 10:33:43.755079,1,Total_Source_Bytes_Change,681164864.0,0.003028671955689788,0.003028671955689788
12,2011-08-19 10:33:43.755079,1,Avg_Duration_Change,-545.3953857421875,-0.05691717937588692,0.05691717937588692
12,2011-08-19 10:33:43.755079,2,Flow_Count,3716.0,0.0007007859530858696,0.0007007859530858696
12,2011-08-19 10:33:43.755079,2,Total_Packets,442117.0,-0.004049825482070446,0.004049825482070446
12,2011-08-19 10:33:43.755079,2,Total_Bytes,197088464.0,0.004354804754257202,0.004354804754257202
12,2011-08-19 10:33:43.755079,2,Total_Source_Bytes,40916604.0,0.004677216988056898,0.004677216988056898
12,2011-08-19 10:33:43.755079,2,Avg_Duration,1044.9217529296875,0.15108665823936462,0.15108665823936462
12,2011-08-19 10:33:43.755079,2,Avg_Packets_Per_Flow,118.9765853881836,0.019133981317281723,0.019133981317281723
12,2011-08-19 10:33:43.755079,2,Avg_Bytes_Per_Flow,53037.796875,0.0034415689297020435,0.0034415689297020435
12,2011-08-19 10:33:43.755079,2,Flow_Count_Change,3318.0,0.018283838406205177,0.018283838406205177
12,2011-08-19 10:33:43.755079,2,Total_Packets_Change,-2686206.0,-0.057524487376213074,0.057524487376213074
12,2011-08-19 10:33:43.755079,2,Total_Bytes_Change,-1526811008.0,-0.08399875462055206,0.08399875462055206
12,2011-08-19 10:33:43.755079,2,Total_Source_Bytes_Change,-640248448.0,-0.007336967624723911,0.007336967624723911
12,2011-08-19 10:33:43.755079,2,Avg_Duration_Change,-257.7314758300781,0.039842359721660614,0.039842359721660614
12,2011-08-19 10:33:43.755079,3,Flow_Count,2960.0,-0.0008310248958878219,0.0008310248958878219
12,2011-08-19 10:33:43.755079,3,Total_Packets,307199.0,-0.006644689477980137,0.006644689477980137
12,2011-08-19 10:33:43.755079,3,Total_Bytes,175342336.0,-0.0008530155755579472,0.0008530155755579472
12,2011-08-19 10:33:43.755079,3,Total_Source_Bytes,115742376.0,0.0010715617099776864,0.0010715617099776864
12,2011-08-19 10:33:43.755079,3,Avg_Duration,910.2059326171875,0.04771454259753227,0.04771454259753227
12,2011-08-19 10:33:43.755079,3,Avg_Packets_Per_Flow,103.783447265625,0.016819478943943977,0.016819478943943977
12,2011-08-19 10:33:43.755079,3,Avg_Bytes_Per_Flow,59237.2734375,0.008362230844795704,0.008362230844795704
12,2011-08-19 10:33:43.755079,3,Flow_Count_Change,-756.0,-0.00384080340154469,0.00384080340154469
12,2011-08-19 10:33:43.755079,3,Total_Packets_Change,-134918.0,-8.062921551754698e-05,8.062921551754698e-05
12,2011-08-19 10:33:43.755079,3,Total_Bytes_Change,-21746132.0,0.004141187760978937,0.004141187760978937
12,2011-08-19 10:33:43.755079,3,Total_Source_Bytes_Change,74825768.0,0.0030487540643662214,0.0030487540643662214
12,2011-08-19 10:33:43.755079,3,Avg_Duration_Change,-134.7158203125,-0.017702147364616394,0.017702147364616394
12,2011-08-19 10:33:43.755079,4,Flow_Count,2923.0,0.000644247280433774,0.000644247280433774
12,2011-08-19 10:33:43.755079,4,Total_Packets,545584.0,-0.013875480741262436,0.013875480741262436
12,2011-08-19 10:33:43.755079,4,Total_Bytes,381028928.0,-0.004113290458917618,0.004113290458917618
12,2011-08-19 10:33:43.755079,4,Total_Source_Bytes,162669696.0,-5.14620405738242e-05,5.14620405738242e-05
12,2011-08-19 10:33:43.755079,4,Avg_Duration,688.2408447265625,0.008650003932416439,0.008650003932416439
12,2011-08-19 10:33:43.755079,4,Avg_Packets_Per_Flow,186.65206909179688,0.027091674506664276,0.027091674506664276
12,2011-08-19 10:33:43.755079,4,Avg_Bytes_Per_Flow,130355.4296875,0.018623532727360725,0.018623532727360725
12,2011-08-19 10:33:43.755079,4,Flow_Count_Change,-37.0,-0.0007586181163787842,0.0007586181163787842
12,2011-08-19 10:33:43.755079,4,Total_Packets_Change,238385.0,-0.0009853963274508715,0.0009853963274508715
12,2011-08-19 10:33:43.755079,4,Total_Bytes_Change,205686592.0,0.006581084802746773,0.006581084802746773
12,2011-08-19 10:33:43.755079,4,Total_Source_Bytes_Change,46927320.0,0.001621204661205411,0.001621204661205411
12,2011-08-19 10:33:43.755079,4,Avg_Duration_Change,-221.96507263183594,-0.0038331137038767338,0.0038331137038767338
12,2011-08-19 10:33:43.755079,5,Flow_Count,2736.0,0.004046688321977854,0.004046688321977854
12,2011-08-19 10:33:43.755079,5,Total_Packets,150667.0,-0.0001449546543881297,0.0001449546543881297
12,2011-08-19 10:33:43.755079,5,Total_Bytes,115853224.0,7.37829077479546e-06,7.37829077479546e-06
12,2011-08-19 10:33:43.755079,5,Total_Source_Bytes,14676479.0,9.94683796307072e-05,9.94683796307072e-05
12,2011-08-19 10:33:43.755079,5,Avg_Duration,662.1576538085938,-0.0022408058866858482,0.0022408058866858482
12,2011-08-19 10:33:43.755079,5,Avg_Packets_Per_Flow,55.0683479309082,0.005423857364803553,0.005423857364803553
12,2011-08-19 10:33:43.755079,5,Avg_Bytes_Per_Flow,42344.015625,0.0037862935569137335,0.0037862935569137335
12,2011-08-19 10:33:43.755079,5,Flow_Count_Change,-187.0,-0.0008065472356975079,0.0008065472356975079
12,2011-08-19 10:33:43.755079,5,Total_Packets_Change,-394917.0,0.0034093549475073814,0.0034093549475073814
12,2011-08-19 10:33:43.755079,5,Total_Bytes_Change,-265175696.0,-0.0038720688316971064,0.0038720688316971064
12,2011-08-19 10:33:43.755079,5,Total_Source_Bytes_Change,-147993216.0,-0.00597355654463172,0.00597355654463172
12,2011-08-19 10:33:43.755079,5,Avg_Duration_Change,-26.083173751831055,-0.0053274910897016525,0.0053274910897016525
12,2011-08-19 10:36:13.765325,1,Flow_Count,2763.0,-0.02358892746269703,0.02358892746269703
12,2011-08-19 10:36:13.765325,1,Total_Packets,58358.0,0.006415552459657192,0.006415552459657192
12,2011-08-19 10:36:13.765325,1,Total_Bytes,29027876.0,0.002545020543038845,0.002545020543038845
12,2011-08-19 10:36:13.765325,1,Total_Source_Bytes,21085246.0,0.001809988054446876,0.001809988054446876
12,2011-08-19 10:36:13.765325,1,Avg_Duration,593.1355590820312,0.1207578256726265,0.1207578256726265
12,2011-08-19 10:36:13.765325,1,Avg_Packets_Per_Flow,21.121244430541992,0.0009243405656889081,0.0009243405656889081
12,2011-08-19 10:36:13.765325,1,Avg_Bytes_Per_Flow,10505.9267578125,0.0012660542270168662,0.0012660542270168662
12,2011-08-19 10:36:13.765325,1,Flow_Count_Change,27.0,0.0009542483021505177,0.0009542483021505177
12,2011-08-19 10:36:13.765325,1,Total_Packets_Change,-92309.0,-0.0021218308247625828,0.0021218308247625828
12,2011-08-19 10:36:13.765325,1,Total_Bytes_Change,-86825344.0,-0.006054469384253025,0.006054469384253025
12,2011-08-19 10:36:13.765325,1,Total_Source_Bytes_Change,6408767.0,0.0016330324579030275,0.0016330324579030275
12,2011-08-19 10:36:13.765325,1,Avg_Duration_Change,-69.02206420898438,-0.004192201420664787,0.004192201420664787
12,2011-08-19 10:36:13.765325,2,Flow_Count,2936.0,-0.013323290273547173,0.013323290273547173
12,2011-08-19 10:36:13.765325,2,Total_Packets,36420.0,0.006129582412540913,0.006129582412540913
12,2011-08-19 10:36:13.765325,2,Total_Bytes,14924386.0,0.002190249040722847,0.002190249040722847
12,2011-08-19 10:36:13.765325,2,Total_Source_Bytes,2594247.0,-6.43317835056223e-05,6.43317835056223e-05
12,2011-08-19 10:36:13.765325,2,Avg_Duration,520.971435546875,0.04518456757068634,0.04518456757068634
12,2011-08-19 10:36:13.765325,2,Avg_Packets_Per_Flow,12.404632568359375,-0.0018652224680408835,0.0018652224680408835
12,2011-08-19 10:36:13.765325,2,Avg_Bytes_Per_Flow,5083.23779296875,0.00016796248382888734,0.00016796248382888734
12,2011-08-19 10:36:13.765325,2,Flow_Count_Change,173.0,0.00036845318390987813,0.00036845318390987813
12,2011-08-19 10:36:13.765325,2,Total_Packets_Change,-21938.0,0.002254551975056529,0.002254551975056529
12,2011-08-19 10:36:13.765325,2,Total_Bytes_Change,-14103490.0,0.00347768422216177,0.00347768422216177
12,2011-08-19 10:36:13.765325,2,Total_Source_Bytes_Change,-18491000.0,-0.0024007679894566536,0.0024007679894566536
12,2011-08-19 10:36:13.765325,2,Avg_Duration_Change,-72.1641616821289,-0.0011671019019559026,0.0011671019019559026
12,2011-08-19 10:36:13.765325,3,Flow_Count,2461.0,-0.004757122602313757,0.004757122602313757
12,2011-08-19 10:36:13.765325,3,Total_Packets,85454.0,0.000778825196903199,0.000778825196903199
12,2011-08-19 10:36:13.765325,3,Total_Bytes,28638024.0,0.0002950538182631135,0.0002950538182631135
12,2011-08-19 10:36:13.765325,3,Total_Source_Bytes,3794423.0,0.00022550876019522548,0.00022550876019522548
12,2011-08-19 10:36:13.765325,3,Avg_Duration,705.1240844726562,0.054267629981040955,0.054267629981040955
12,2011-08-19 10:36:13.765325,3,Avg_Packets_Per_Flow,34.72328186035156,0.004377488978207111,0.004377488978207111
12,2011-08-19 10:36:13.765325,3,Avg_Bytes_Per_Flow,11636.7421875,-5.103716466692276e-05,5.103716466692276e-05
12,2011-08-19 10:36:13.765325,3,Flow_Count_Change,-475.0,-0.0003271054883953184,0.0003271054883953184
12,2011-08-19 10:36:13.765325,3,Total_Packets_Change,49034.0,0.0018052132800221443,0.0018052132800221443
12,2011-08-19 10:36:13.765325,3,Total_Bytes_Change,13713637.0,0.003356545465067029,0.003356545465067029
12,2011-08-19 10:36:13.765325,3,Total_Source_Bytes_Change,1200176.0,0.00024123743060044944,0.00024123743060044944
12,2011-08-19 10:36:13.765325,3,Avg_Duration_Change,184.15267944335938,0.05517807975411415,0.05517807975411415
12,2011-08-19 10:36:13.765325,4,Flow_Count,2556.0,0.0039934734813869,0.0039934734813869
12,2011-08-19 10:36:13.765325,4,Total_Packets,45070.0,0.00014851820014882833,0.00014851820014882833
12,2011-08-19 10:36:13.765325,4,Total_Bytes,24471412.0,-0.0005871393368579447,0.0005871393368579447
12,2011-08-19 10:36:13.765325,4,Total_Source_Bytes,6928725.0,0.00015826984599698335,0.00015826984599698335
12,2011-08-19 10:36:13.765325,4,Avg_Duration,973.59521484375,0.02935573272407055,0.02935573272407055
12,2011-08-19 10:36:13.765325,4,Avg_Packets_Per_Flow,17.633020401000977,-0.0020580985583364964,0.0020580985583364964
12,2011-08-19 10:36:13.765325,4,Avg_Bytes_Per_Flow,9574.1044921875,-0.001849099062383175,0.001849099062383175
12,2011-08-19 10:36:13.765325,4,Flow_Count_Change,95.0,-0.00015545127098448575,0.00015545127098448575
12,2011-08-19 10:36:13.765325,4,Total_Packets_Change,-40384.0,0.0008824055548757315,0.0008824055548757315
12,2011-08-19 10:36:13.765325,4,Total_Bytes_Change,-4166611.0,-0.00037914051790721714,0.00037914051790721714
12,2011-08-19 10:36:13.765325,4,Total_Source_Bytes_Change,3134302.0,0.00017174512322526425,0.00017174512322526425
12,2011-08-19 10:36:13.765325,4,Avg_Duration_Change,268.4710998535156,0.06984484195709229,0.06984484195709229
12,2011-08-19 10:36:13.765325,5,Flow_Count,2810.0,0.00073199876351282,0.00073199876351282
12,2011-08-19 10:36:13.765325,5,Total_Packets,53222.0,-0.00047377057489939034,0.00047377057489939034
12,2011-08-19 10:36:13.765325,5,Total_Bytes,32939374.0,-0.0005629935185424984,0.0005629935185424984
12,2011-08-19 10:36:13.765325,5,Total_Source_Bytes,5361923.0,-0.0001912804727908224,0.0001912804727908224
12,2011-08-19 10:36:13.765325,5,Avg_Duration,534.1515502929688,0.0031070762779563665,0.0031070762779563665
12,2011-08-19 10:36:13.765325,5,Avg_Packets_Per_Flow,18.940214157104492,-0.0011623750906437635,0.0011623750906437635
12,2011-08-19 10:36:13.765325,5,Avg_Bytes_Per_Flow,11722.197265625,-0.001236449577845633,0.001236449577845633
12,2011-08-19 10:36:13.765325,5,Flow_Count_Change,254.0,0.0015017304103821516,0.0015017304103821516
12,2011-08-19 10:36:13.765325,5,Total_Packets_Change,8152.0,0.0008863191469572484,0.0008863191469572484
12,2011-08-19 10:36:13.765325,5,Total_Bytes_Change,8467962.0,0.0013487067772075534,0.0013487067772075534
12,2011-08-19 10:36:13.765325,5,Total_Source_Bytes_Change,-1566802.0,4.524574978859164e-05,4.524574978859164e-05
12,2011-08-19 10:36:13.765325,5,Avg_Duration_Change,-439.4436340332031,0.01869267411530018,0.01869267411530018
12,2011-08-19 10:38:43.813478,1,Flow_Count,2154.0,-0.05706752464175224,0.05706752464175224
12,2011-08-19 10:38:43.813478,1,Total_Packets,34302.0,0.005537418182939291,0.005537418182939291
12,2011-08-19 10:38:43.813478,1,Total_Bytes,19086708.0,0.0009288167348131537,0.0009288167348131537
12,2011-08-19 10:38:43.813478,1,Total_Source_Bytes,2722573.0,-0.0015398762188851833,0.0015398762188851833
12,2011-08-19 10:38:43.813478,1,Avg_Duration,712.2647705078125,0.289808988571167,0.289808988571167
12,2011-08-19 10:38:43.813478,1,Avg_Packets_Per_Flow,15.92479133605957,-0.006864992436021566,0.006864992436021566
12,2011-08-19 10:38:43.813478,1,Avg_Bytes_Per_Flow,8861.0537109375,-0.001992676639929414,0.001992676639929414
12,2011-08-19 10:38:43.813478,1,Flow_Count_Change,-656.0,0.0023970617912709713,0.0023970617912709713
12,2011-08-19 10:38:43.813478,1,Total_Packets_Change,-18920.0,0.0027503464370965958,0.0027503464370965958
12,2011-08-19 10:38:43.813478,1,Total_Bytes_Change,-13852665.0,0.003934993874281645,0.003934993874281645
12,2011-08-19 10:38:43.813478,1,Total_Source_Bytes_Change,-2639350.0,0.00010088455019285902,0.00010088455019285902
12,2011-08-19 10:38:43.813478,1,Avg_Duration_Change,178.1132049560547,0.04258298873901367,0.04258298873901367
12,2011-08-19 10:38:43.813478,2,Flow_Count,2404.0,-0.0484575554728508,0.0484575554728508
12,2011-08-19 10:38:43.813478,2,Total_Packets,136552.0,0.0025877843145281076,0.0025877843145281076
12,2011-08-19 10:38:43.813478,2,Total_Bytes,127452184.0,0.004190347157418728,0.004190347157418728
12,2011-08-19 10:38:43.813478,2,Total_Source_Bytes,3994387.0,-0.0009568971581757069,0.0009568971581757069
12,2011-08-19 10:38:43.813478,2,Avg_Duration,540.4373168945312,0.06097187101840973,0.06097187101840973
12,2011-08-19 10:38:43.813478,2,Avg_Packets_Per_Flow,56.801998138427734,0.008536131121218204,0.008536131121218204
12,2011-08-19 10:38:43.813478,2,Avg_Bytes_Per_Flow,53016.71484375,0.008129661902785301,0.008129661902785301
12,2011-08-19 10:38:43.813478,2,Flow_Count_Change,250.0,0.0010265932651236653,0.0010265932651236653
12,2011-08-19 10:38:43.813478,2,Total_Packets_Change,102250.0,0.00446606520563364,0.00446606520563364
12,2011-08-19 10:38:43.813478,2,Total_Bytes_Change,108365472.0,0.0058210426941514015,0.0058210426941514015
12,2011-08-19 10:38:43.813478,2,Total_Source_Bytes_Change,1271814.0,0.00012927647912874818,0.00012927647912874818
12,2011-08-19 10:38:43.813478,2,Avg_Duration_Change,-171.82748413085938,0.04759486764669418,0.04759486764669418
12,2011-08-19 10:38:43.813478,3,Flow_Count,2402.0,-0.019395574927330017,0.019395574927330017
12,2011-08-19 10:38:43.813478,3,Total_Packets,44224.0,0.0003017807612195611,0.0003017807612195611
12,2011-08-19 10:38:43.813478,3,Total_Bytes,28303358.0,-0.0011480276007205248,0.0011480276007205248
12,2011-08-19 10:38:43.813478,3,Total_Source_Bytes,4655413.0,-0.0011307572713121772,0.0011307572713121772
12,2011-08-19 10:38:43.813478,3,Avg_Duration,597.6294555664062,0.06164884194731712,0.06164884194731712
12,2011-08-19 10:38:43.813478,3,Avg_Packets_Per_Flow,18.41132354736328,-0.0017103373538702726,0.0017103373538702726
12,2011-08-19 10:38:43.813478,3,Avg_Bytes_Per_Flow,11783.24609375,-0.0014226925559341908,0.0014226925559341908
12,2011-08-19 10:38:43.813478,3,Flow_Count_Change,-2.0,-0.00044850341510027647,0.00044850341510027647
12,2011-08-19 10:38:43.813478,3,Total_Packets_Change,-92328.0,0.0008691655821166933,0.0008691655821166933
12,2011-08-19 10:38:43.813478,3,Total_Bytes_Change,-99148824.0,-0.001563175581395626,0.001563175581395626
12,2011-08-19 10:38:43.813478,3,Total_Source_Bytes_Change,661026.0,0.00015509643708355725,0.00015509643708355725
12,2011-08-19 10:38:43.813478,3,Avg_Duration_Change,57.192142486572266,-0.0037359697744250298,0.0037359697744250298
12,2011-08-19 10:38:43.813478,4,Flow_Count,3009.0,-0.006595362443476915,0.006595362443476915
12,2011-08-19 10:38:43.813478,4,Total_Packets,35543.0,-0.00022822544269729406,0.00022822544269729406
12,2011-08-19 10:38:43.813478,4,Total_Bytes,15145678.0,-0.0010189696913585067,0.0010189696913585067
12,2011-08-19 10:38:43.813478,4,Total_Source_Bytes,4442488.0,-0.0004787336220033467,0.0004787336220033467
12,2011-08-19 10:38:43.813478,4,Avg_Duration,471.390380859375,0.009499723091721535,0.009499723091721535
12,2011-08-19 10:38:43.813478,4,Avg_Packets_Per_Flow,11.812230110168457,-0.0016057901084423065,0.0016057901084423065
12,2011-08-19 10:38:43.813478,4,Avg_Bytes_Per_Flow,5033.458984375,-0.0013199846725910902,0.0013199846725910902
12,2011-08-19 10:38:43.813478,4,Flow_Count_Change,607.0,0.0026865405961871147,0.0026865405961871147
12,2011-08-19 10:38:43.813478,4,Total_Packets_Change,-8681.0,0.0006486919010058045,0.0006486919010058045
12,2011-08-19 10:38:43.813478,4,Total_Bytes_Change,-13157680.0,0.0002494621730875224,0.0002494621730875224
12,2011-08-19 10:38:43.813478,4,Total_Source_Bytes_Change,-212925.0,0.00010695238597691059,0.00010695238597691059
12,2011-08-19 10:38:43.813478,4,Avg_Duration_Change,-126.23905944824219,0.009630851447582245,0.009630851447582245
12,2011-08-19 10:38:43.813478,5,Flow_Count,2206.0,0.0011695446446537971,0.0011695446446537971
12,2011-08-19 10:38:43.813478,5,Total_Packets,98908.0,-4.7343928599730134e-05,4.7343928599730134e-05
12,2011-08-19 10:38:43.813478,5,Total_Bytes,18445256.0,-0.0012385562295094132,0.0012385562295094132
