StartTime
2011-08-15 16:43:20.937998
2011-08-15 16:43:21.022991
2011-08-15 16:43:21.410500
2011-08-15 16:43:21.740373
2011-08-15 16:43:21.776282
2011-08-15 16:43:21.777341
2011-08-15 16:43:21.778645
2011-08-15 16:43:24.053559
2011-08-15 16:43:24.054499
2011-08-15 16:43:24.055501
2011-08-15 16:43:27.889426
2011-08-15 16:43:28.263603
2011-08-15 16:43:28.264180
2011-08-15 16:43:28.264658
2011-08-15 16:43:28.265776
2011-08-15 16:43:28.265828
2011-08-15 16:43:28.377066
2011-08-15 16:43:28.377085
2011-08-15 16:43:28.377090
2011-08-15 16:43:28.377404
2011-08-15 16:43:28.377529
2011-08-15 16:43:28.378135
2011-08-15 16:43:28.378213
2011-08-15 16:43:28.453866
2011-08-15 16:43:28.454446
2011-08-15 16:43:28.455659
2011-08-15 16:43:28.483971
2011-08-15 16:43:28.484322
2011-08-15 16:43:28.592157
2011-08-15 16:43:28.592162
2011-08-15 16:43:28.592547
2011-08-15 16:43:28.592555
2011-08-15 16:43:28.593009
2011-08-15 16:43:28.876458
2011-08-15 16:43:28.876676
2011-08-15 16:43:28.877092
2011-08-15 16:43:28.877101
2011-08-15 16:43:28.877857
2011-08-15 16:43:28.878125
2011-08-15 16:43:28.878144
2011-08-15 16:43:28.940965
2011-08-15 16:43:28.941577
2011-08-15 16:43:28.942448
2011-08-15 16:43:29.957349
2011-08-15 16:43:30.188279
2011-08-15 16:43:30.195570
2011-08-15 16:43:34.053428
2011-08-15 16:43:34.054484
2011-08-15 16:43:34.055440
2011-08-15 16:43:35.468500
2011-08-15 16:43:39.276524
2011-08-15 16:43:42.730097
2011-08-15 16:43:42.979532
2011-08-15 16:43:42.995847
2011-08-15 16:43:43.010591
2011-08-15 16:43:43.227208
2011-08-15 16:43:43.475187
2011-08-15 16:43:43.722591
2011-08-15 16:43:43.723822
2011-08-15 16:43:44.054186
2011-08-15 16:43:44.055158
2011-08-15 16:43:44.056156
2011-08-15 16:43:44.132252
2011-08-15 16:43:45.456150
2011-08-15 16:43:45.616075
2011-08-15 16:43:48.313333
2011-08-15 16:43:50.576199
2011-08-15 16:43:50.736107
2011-08-15 16:43:51.056187
2011-08-15 16:43:51.056195
2011-08-15 16:43:51.056199
2011-08-15 16:43:51.056203
2011-08-15 16:43:51.056207
2011-08-15 16:43:51.056210
2011-08-15 16:43:51.376112
2011-08-15 16:43:52.765170
2011-08-15 16:43:52.765962
2011-08-15 16:43:52.767279
2011-08-15 16:43:53.336286
2011-08-15 16:43:54.053896
2011-08-15 16:43:54.054937
2011-08-15 16:43:54.056010
2011-08-15 16:43:54.725357
2011-08-15 16:43:55.482976
2011-08-15 16:44:03.010543
2011-08-15 16:44:03.010551
2011-08-15 16:44:03.010557
2011-08-15 16:44:03.010564
2011-08-15 16:44:03.010570
2011-08-15 16:44:03.490542
2011-08-15 16:44:04.053422
2011-08-15 16:44:04.054411
2011-08-15 16:44:04.055568
2011-08-15 16:44:13.845323
2011-08-15 16:44:13.845337
2011-08-15 16:44:14.053931
2011-08-15 16:44:14.054917
2011-08-15 16:44:14.056134
2011-08-15 16:44:15.508698
2011-08-15 16:44:15.509563
2011-08-15 16:44:15.510303
2011-08-15 16:44:15.511310
2011-08-15 16:44:19.069981
2011-08-15 16:44:23.764989
2011-08-15 16:44:23.765793
2011-08-15 16:44:23.767021
2011-08-15 16:44:24.053384
2011-08-15 16:44:24.054259
2011-08-15 16:44:24.055277
2011-08-15 16:44:34.053417
2011-08-15 16:44:34.054679
2011-08-15 16:44:34.055862
2011-08-15 16:44:35.529325
2011-08-15 16:44:42.432258
2011-08-15 16:44:44.053468
2011-08-15 16:44:44.064364
2011-08-15 16:44:44.065292
2011-08-15 16:44:53.774763
2011-08-15 16:44:53.775773
2011-08-15 16:44:53.777048
2011-08-15 16:44:54.055173
2011-08-15 16:44:54.056063
2011-08-15 16:44:54.057279
2011-08-15 16:44:55.556252
2011-08-15 16:44:58.524055
2011-08-15 16:44:58.554068
2011-08-15 16:44:58.583913
2011-08-15 16:45:04.054894
2011-08-15 16:45:04.055864
2011-08-15 16:45:04.057009
2011-08-15 16:45:06.671742
2011-08-15 16:45:06.672350
2011-08-15 16:45:06.672994
2011-08-15 16:45:06.673924
2011-08-15 16:45:06.673983
2011-08-15 16:45:07.675236
2011-08-15 16:45:07.675407
2011-08-15 16:45:07.675553
2011-08-15 16:45:07.680722
2011-08-15 16:45:07.761652
2011-08-15 16:45:07.762346
2011-08-15 16:45:08.425740
2011-08-15 16:45:14.055579
2011-08-15 16:45:14.056511
2011-08-15 16:45:14.057702
2011-08-15 16:45:15.576080
2011-08-15 16:45:15.576704
2011-08-15 16:45:15.577509
2011-08-15 16:45:15.578393
2011-08-15 16:45:24.055539
2011-08-15 16:45:24.056431
2011-08-15 16:45:24.057573
2011-08-15 16:45:24.775545
2011-08-15 16:45:24.776374
2011-08-15 16:45:24.777473
2011-08-15 16:45:25.307486
2011-08-15 16:45:34.055243
2011-08-15 16:45:34.055989
2011-08-15 16:45:34.057138
2011-08-15 16:45:35.602736
2011-08-15 16:45:44.055847
2011-08-15 16:45:44.056799
2011-08-15 16:45:44.057905
2011-08-15 16:45:52.020022
2011-08-15 16:45:52.020588
2011-08-15 16:45:52.021233
2011-08-15 16:45:54.054970
2011-08-15 16:45:54.055926
2011-08-15 16:45:54.057029
2011-08-15 16:45:54.778139
2011-08-15 16:45:54.778919
2011-08-15 16:45:54.780258
2011-08-15 16:45:55.621927
2011-08-15 16:46:04.055710
2011-08-15 16:46:04.056735
2011-08-15 16:46:04.057870
2011-08-15 16:46:14.053455
2011-08-15 16:46:14.054445
2011-08-15 16:46:14.055587
2011-08-15 16:46:15.646496
2011-08-15 16:46:15.647387
2011-08-15 16:46:15.648285
2011-08-15 16:46:15.649283
2011-08-15 16:46:24.055453
2011-08-15 16:46:24.056458
2011-08-15 16:46:24.057525
2011-08-15 16:46:25.564640
2011-08-15 16:46:25.565346
2011-08-15 16:46:25.566112
2011-08-15 16:46:25.566958
2011-08-15 16:46:25.724549
2011-08-15 16:46:25.724602
2011-08-15 16:46:25.777984
2011-08-15 16:46:25.778857
2011-08-15 16:46:25.780091
2011-08-15 16:46:25.831625
2011-08-15 16:46:25.832242
2011-08-15 16:46:25.832841
2011-08-15 16:46:25.833723
2011-08-15 16:46:25.833797
2011-08-15 16:46:25.833863
2011-08-15 16:46:25.848058
2011-08-15 16:46:25.848723
2011-08-15 16:46:25.849414
2011-08-15 16:46:25.850283
2011-08-15 16:46:25.857311
2011-08-15 16:46:25.857911
2011-08-15 16:46:25.858498
2011-08-15 16:46:25.860339
2011-08-15 16:46:25.860344
2011-08-15 16:46:25.881864
2011-08-15 16:46:25.882068
2011-08-15 16:46:25.882671
2011-08-15 16:46:25.883273
2011-08-15 16:46:25.884698
2011-08-15 16:46:25.884948
2011-08-15 16:46:25.885368
2011-08-15 16:46:25.886189
2011-08-15 16:46:25.887421
2011-08-15 16:46:25.937116
2011-08-15 16:46:25.940113
2011-08-15 16:46:25.940117
2011-08-15 16:46:25.940187
2011-08-15 16:46:25.940789
2011-08-15 16:46:25.940796
2011-08-15 16:46:25.940800
2011-08-15 16:46:25.941389
2011-08-15 16:46:25.941393
2011-08-15 16:46:25.941401
2011-08-15 16:46:25.942152
2011-08-15 16:46:25.942213
2011-08-15 16:46:25.942220
2011-08-15 16:46:25.942703
2011-08-15 16:46:25.942983
2011-08-15 16:46:25.942989
2011-08-15 16:46:25.943306
2011-08-15 16:46:25.943662
2011-08-15 16:46:25.943787
2011-08-15 16:46:25.944302
2011-08-15 16:46:25.944686
2011-08-15 16:46:25.944788
2011-08-15 16:46:25.944901
2011-08-15 16:46:25.945198
2011-08-15 16:46:25.945446
2011-08-15 16:46:25.945493
2011-08-15 16:46:25.945788
2011-08-15 16:46:25.946053
2011-08-15 16:46:25.946442
2011-08-15 16:46:25.946606
2011-08-15 16:46:25.947110
2011-08-15 16:46:25.947192
2011-08-15 16:46:25.947267
2011-08-15 16:46:25.947800
2011-08-15 16:46:25.947807
2011-08-15 16:46:25.947811
2011-08-15 16:46:25.948552
2011-08-15 16:46:25.948649
2011-08-15 16:46:25.948655
2011-08-15 16:46:25.949302
2011-08-15 16:46:25.949308
2011-08-15 16:46:25.949434
2011-08-15 16:46:25.949848
2011-08-15 16:46:25.949856
2011-08-15 16:46:25.950095
2011-08-15 16:46:25.950463
2011-08-15 16:46:25.950470
2011-08-15 16:46:25.950842
2011-08-15 16:46:25.951094
2011-08-15 16:46:25.951105
2011-08-15 16:46:25.951525
