Timestamp,Flow_Count,Total_Packets,Total_Bytes,Total_Source_Bytes,Avg_Duration,Attack_Flow_Count,Avg_Packets_Per_Flow,Avg_Bytes_Per_Flow,Attack_State,Unique_Source_Hosts,Unique_Destination_Hosts,Unique_Communication_Pairs,Unique_Source_Ports,Unique_Destination_Ports,UDP_Ratio,TCP_Ratio,ICMP_Ratio,Unique_Connection_States,Unique_Directions,External_Destination_Flow_Count,Destination_Diversity,Source_Diversity,Communication_Density,Flow_Count_Change,Total_Packets_Change,Total_Bytes_Change,Total_Source_Bytes_Change,Avg_Duration_Change,Avg_Packets_Per_Flow_Change,Avg_Bytes_Per_Flow_Change,Unique_Source_Hosts_Change,Unique_Destination_Hosts_Change,Unique_Communication_Pairs_Change,Unique_Source_Ports_Change,Unique_Destination_Ports_Change,UDP_Ratio_Change,TCP_Ratio_Change,ICMP_Ratio_Change,Unique_Connection_States_Change,Unique_Directions_Change,External_Destination_Flow_Count_Change,Destination_Diversity_Change,Source_Diversity_Change,Communication_Density_Change,Target_Early_Warning
2011-08-19 10:02:43.748728,1,3,435,290,3063.798096,0,3.0,435.0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-19 10:10:35.615858,1,3,433,290,2408.900391,0,3.0,433.0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1.0,0.0,0.0,-2.0,0.0,-654.8977049999999,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-19 10:16:33.807982,1,2,290,145,1981.947021,0,2.0,290.0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1.0,0.0,-1.0,-143.0,-145.0,-426.9533700000002,-1.0,-143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-19 10:26:31.883066,1,2,290,145,1559.903076,0,2.0,290.0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-422.0439449999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-19 10:26:56.132358,1,2,290,145,1848.048584,0,2.0,290.0,0,1,1,1,1,1,1.0,0.0,0.0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,288.14550799999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2011-08-19 10:32:11.292538,398,3128323,1723899518,681165037,1302.6531876884424,0,7860.108040201005,4331405.824120603,0,215,161,322,290,153,0.48743718592964824,0.4723618090452261,0.02763819095477387,39,6,137,0.4045226130653266,0.5402010050251256,0.8090452261306532,397.0,3128321.0,1723899228.0,681164892.0,-545.3953963115575,7858.108040201005,4331115.824120603,214.0,160.0,321.0,289.0,152.0,-0.5125628140703518,0.4723618090452261,0.02763819095477387,38.0,5.0,137.0,-0.5954773869346734,-0.4597989949748744,-0.19095477386934678,0
2011-08-19 10:32:13.751934,3716,442117,197088459,40916604,1044.9217270091497,0,118.97658772874058,53037.79843918192,0,1192,1011,2210,2771,848,0.6054897739504844,0.36921420882669537,0.02045209903121636,69,6,1416,0.27206673842841766,0.3207750269106566,0.5947255113024758,3318.0,-2686206.0,-1526811059.0,-640248433.0,-257.7314606792927,-7741.131452472264,-4278368.02568142,977.0,850.0,1888.0,2481.0,695.0,0.11805258802083618,-0.10314760021853076,-0.00718609192355751,30.0,0.0,1279.0,-0.13245587463690894,-0.21942597811446896,-0.21431971482817747,0
2011-08-19 10:32:43.750293,2960,307199,175342328,115742374,910.2059036003378,0,103.78344594594594,59237.272972972976,0,987,713,1658,2346,528,0.6094594594594595,0.3587837837837838,0.026351351351351353,65,6,1135,0.2408783783783784,0.33344594594594595,0.5601351351351351,-756.0,-134918.0,-21746131.0,74825770.0,-134.71582340881184,-15.19314178279464,6199.474533791057,-205.0,-298.0,-552.0,-425.0,-320.0,0.003969685508975029,-0.010430425042911584,0.005899252320134992,-4.0,0.0,-281.0,-0.031188360050039277,0.01267091903528933,-0.03459037616734062,0
2011-08-19 10:33:13.757874,2923,545584,381028926,162669696,688.2408265641465,0,186.6520697913103,130355.43140608963,0,886,628,1445,2395,463,0.7047553882996921,0.2641122134793021,0.026342798494697228,56,5,871,0.21484775915155663,0.3031132398221006,0.4943551146082792,-37.0,238385.0,205686598.0,46927322.0,-221.96507703619136,82.86862384536437,71118.15843311665,-101.0,-85.0,-213.0,49.0,-65.0,0.09529592884023264,-0.0946715703044817,-8.552856654124585e-06,-9.0,-1.0,-264.0,-0.02603061922682176,-0.030332706123845365,-0.06578002052685594,0
2011-08-19 10:33:43.755079,2736,150667,115853223,14676479,662.1576518790205,0,55.068347953216374,42344.01425438596,0,767,654,1376,2155,407,0.7576754385964912,0.21235380116959066,0.0222953216374269,50,6,816,0.23903508771929824,0.2803362573099415,0.5029239766081871,-187.0,-394917.0,-265175703.0,-147993217.0,-26.083174685125982,-131.58372183809394,-88011.41715170367,-119.0,26.0,-69.0,-240.0,-56.0,0.05292005029679914,-0.05175841230971143,-0.004047476857270329,-6.0,1.0,-55.0,0.02418732856774161,-0.022776982512159094,0.008568861999907917,0
2011-08-19 10:34:13.771471,2763,58358,29027876,21085246,593.1355845588129,0,21.121245023525155,10505.926891060442,0,738,675,1362,2146,527,0.7788635541078538,0.18783930510314875,0.024610930148389432,44,6,870,0.24429967426710097,0.2671009771986971,0.49294245385450597,27.0,-92309.0,-86825347.0,6408767.0,-69.02206732020761,-33.94710292969122,-31838.087363325518,-29.0,21.0,-14.0,-9.0,120.0,0.02118811551136257,-0.024514496066441904,0.002315608510962533,-6.0,0.0,54.0,0.005264586547802735,-0.013235280111244418,-0.009981522753681138,0
