Scenario,Timestamp,Flow_Count,Total_Packets,Total_Bytes,Total_Source_Bytes,Avg_Duration,Avg_Packets_Per_Flow,Avg_Bytes_Per_Flow,Flow_Count_Change,Total_Packets_Change,Total_Bytes_Change,Total_Source_Bytes_Change,Avg_Duration_Change,Attack_Flow_Count,Attack_State,Target_Early_Warning,Flow_Count_Recent_Ratio,Flow_Count_Recent_Relative_Change,Flow_Count_Recent_ZScore,Total_Packets_Recent_Ratio,Total_Packets_Recent_Relative_Change,Total_Packets_Recent_ZScore,Total_Bytes_Recent_Ratio,Total_Bytes_Recent_Relative_Change,Total_Bytes_Recent_ZScore,Total_Source_Bytes_Recent_Ratio,Total_Source_Bytes_Recent_Relative_Change,Total_Source_Bytes_Recent_ZScore,Avg_Duration_Recent_Ratio,Avg_Duration_Recent_Relative_Change,Avg_Duration_Recent_ZScore,Avg_Packets_Per_Flow_Recent_Ratio,Avg_Packets_Per_Flow_Recent_Relative_Change,Avg_Packets_Per_Flow_Recent_ZScore,Avg_Bytes_Per_Flow_Recent_Ratio,Avg_Bytes_Per_Flow_Recent_Relative_Change,Avg_Bytes_Per_Flow_Recent_ZScore,Flow_Count_Change_Recent_Relative,Total_Packets_Change_Recent_Relative,Total_Bytes_Change_Recent_Relative,Total_Source_Bytes_Change_Recent_Relative,Avg_Duration_Change_Recent_Relative
1,2011-08-10 09:46:53.047277,5886,1161975.0,776712271.0,718127093.0,1266.7665442674142,197.4133537206932,131959.27132178048,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2011-08-10 09:47:23.048953,4903,152172.0,35765763.0,10017880.0,1166.9388019749133,31.036508260248823,7294.669182133388,-983.0,-1009803.0,-740946508.0,-708109213.0,-99.82774229250094,0,0,0,0.8329935440027183,-0.16700645599728167,0.0,0.13095978829148647,-0.8690402117085135,0.0,0.046047634800403456,-0.9539523651995966,0.0,0.013950009820893918,-0.9860499901791061,0.0,0.9211948383510298,-0.0788051616489702,0.0,0.15721585027201493,-0.842784149727985,0.0,0.05527970190397201,-0.944720298096028,0.0,0.0,0.0,0.0,0.0,0.0
1,2011-08-10 09:47:53.059501,4266,79274.0,13815863.0,4975252.0,1218.2295638638068,18.58274730426629,3238.5989217065166,-637.0,-72898.0,-21949900.0,-5042628.0,51.290761888893485,0,0,0,0.7908054499953656,-0.20919455000463436,-1.6235401883398146,0.12064708133869347,-0.8793529186613065,-0.80919930841203,0.03400919759511923,-0.9659908024048808,-0.7490016358590164,0.013665553384243443,-0.9863344466157565,-0.7171777600365322,1.001131518032591,0.0011315180325909742,0.019505775823782708,0.16268556385310068,-0.8373144361468994,-0.812964525981272,0.046513569526106045,-0.9534864304738939,-0.7531194381379435,-0.2960325534079349,0.8556193633807783,0.9407517283285449,0.985757485123979,2.0275853327146005
1,2011-08-10 09:48:23.049021,4470,164607.0,135669293.0,5555165.0,1105.6214932843402,36.8248322147651,30351.07225950783,204.0,85333.0,121853430.0,579913.0,-112.60807057946658,0,0,0,0.8907339754234475,-0.10926602457655259,-0.6718659723536106,0.3543946876069759,-0.6456053123930241,-0.4955224352982728,0.4925703559928387,-0.5074296440071613,-0.3218389002894047,0.02273228105253814,-0.9772677189474619,-0.5820711398011748,0.9082485207154539,-0.0917514792845461,-2.2373736685620367,0.44720612782237346,-0.5527938721776265,-0.45589047468938076,0.6390033972694571,-0.3609966027305429,-0.23432378583749544,1.3777777777777778,1.2364447802301837,1.4791742183691077,1.002439507128749,-5.960140678905756
1,2011-08-10 09:48:53.047313,4604,59095.0,20018596.0,3962471.0,914.2338071494352,12.835577758470896,4348.087749782798,134.0,-105512.0,-115650697.0,-1592694.0,-191.38768613490487,0,0,0,0.9432010243277849,-0.05679897567221511,-0.38476590416268436,0.15171742741465494,-0.8482825725853451,-0.6398963850392326,0.08324059052613021,-0.9167594094738698,-0.6100620394895128,0.021457170787834153,-0.9785428292121658,-0.5081074824744758,0.7686583023990265,-0.23134169760097345,-3.979814945768313,0.18087357781630814,-0.8191264221836918,-0.6867586260601973,0.10062478346503831,-0.8993752165349617,-0.6438675589435555,1.3785310734463276,0.5768382382430557,0.27835916798701754,0.9910594625613711,-3.7506934893087687
1,2011-08-10 09:49:23.057275,4646,43867.0,12915485.0,3315361.0,925.4259812557038,9.441885492897116,2779.9149806284977,42.0,-15228.0,-7103111.0,-647110.0,11.192174106268569,0,0,0,0.96274192879937,-0.03725807120062998,-0.28260269681328654,0.13563284920194693,-0.864367150798053,-0.5935964417616734,0.06576234500545003,-0.9342376549945499,-0.559155643676025,0.022321518832447464,-0.9776784811675525,-0.45603377942033074,0.815814713611922,-0.18418528638807796,-1.5267564813569938,0.1591187672109071,-0.8408812327890929,-0.6415483853972294,0.07844371348923322,-0.9215562865107667,-0.5928675482270053,1.1638065522620904,0.9309625707239229,0.9530648184683188,0.9954694619415074,1.1587395003052297
1,2011-08-10 09:49:53.101863,4580,79232.0,25792218.0,5368985.0,924.7253501543668,17.29956331877729,5631.48864628821,-66.0,35365.0,12876733.0,2053624.0,-0.7006311013370805,0,0,0,1.0004805801913583,0.00048058019135825464,0.009382264556764133,0.793883951384227,-0.20611604861577307,-0.37325567166932067,0.5910630428306254,-0.4089369571693746,-0.3414864342980075,0.9647380345286259,-0.035261965471374015,-0.07443166601269881,0.8673990106849374,-0.13260098931506256,-1.0141133561432067,0.7955903477637384,-0.20440965223626162,-0.3775156618168239,0.586462593097256,-0.41353740690274404,-0.33849707013131247,0.7338709677419355,1.1581466191101397,1.084294233990139,1.0143647894128296,0.989737066477607
1,2011-08-10 09:50:23.055359,4510,62225.0,25065580.0,4671152.0,868.2276999984479,13.797117516629712,5557.778270509978,-70.0,-17007.0,-726638.0,-697833.0,-56.497650155918905,0,0,0,0.9992909687139946,-0.0007090312860054547,-0.020950773184750363,0.7302118171683389,-0.2697881828316611,-0.49109547392597974,0.6019260563737956,-0.3980739436262044,-0.3138393831063602,1.007702644759077,0.007702644759076987,0.037149858209670546,0.8531715771477645,-0.14682842285223555,-1.0853872053244558,0.7262817673674526,-0.27371823263254735,-0.49016168633350166,0.5995554141421072,-0.4004445858578927,-0.3136209674667593,-0.08359133126934994,-0.16582122292295037,0.6357172900909356,0.24946358220609413,-0.16627812640599018
1,2011-08-10 09:50:53.055934,4566,64239.0,21323228.0,4505121.0,976.27398539159,14.06898817345598,4670.001752080596,56.0,2014.0,-3742352.0,-166031.0,108.04628539314216,0,0,0,1.0008768084173607,0.0008768084173608067,0.05613240410025967,0.7852679291780963,-0.2147320708219037,-0.3662566273343703,0.48580866960830776,-0.5141913303916922,-0.4377055233980226,0.9848062359972184,-0.015193764002781563,-0.07365260203285126,1.0302086357683375,0.030208635768337624,0.31328602226822827,0.7798862442974177,-0.22011375570258232,-0.36537455695466414,0.4797781852761283,-0.5202218147238716,-0.4371478177931167,0.14754098360655746,1.5906504780339024,-2.663309397027499,-1.7298750411048998,2.543510143058926
1,2011-08-10 09:51:23.058368,4103,54437.0,29524764.0,3305766.0,898.5542061133317,13.26760906653668,7195.896660979771,-463.0,-9802.0,8201536.0,-1199355.0,-77.71977927825833,0,0,0,0.8956168689426351,-0.10438313105736485,-9.554068929787007,0.8818336151986989,-0.1181663848013011,-0.5771894730481042,1.4044015576181643,0.4044015576181643,1.6521585216904247,0.7574009913353242,-0.24259900866467582,-1.3712295555661642,0.9748061087593858,-0.02519389124061427,-0.6038431113481034,0.983614537307022,-0.016385462692978,-0.07843883797601102,1.5651915653638655,0.5651915653638655,2.2442214287929483,-10.0,0.5116969552048461,1.3586278198554538,-4.71097496866798,-2.004301379455278
